"order_number","customer_key","product_key","order_date","shipping_date","due_date","sales","quantity","price"
"SO51349",12311,290,"2013-01-07","2013-01-14","2013-01-19",4,1,4
"SO51349",12311,259,"2013-01-07","2013-01-14","2013-01-19",2,1,2
"SO51350",55,120,"2013-01-07","2013-01-14","2013-01-19",2295,1,2295
"SO51350",55,247,"2013-01-07","2013-01-14","2013-01-19",55,1,55
"SO51350",55,277,"2013-01-07","2013-01-14","2013-01-19",54,1,54
"SO51351",447,124,"2013-01-07","2013-01-14","2013-01-19",2320,1,2320
"SO51351",447,245,"2013-01-07","2013-01-14","2013-01-19",35,1,35
"SO51352",94,122,"2013-01-07","2013-01-14","2013-01-19",2295,1,2295
"SO51352",94,174,"2013-01-07","2013-01-14","2013-01-19",22,1,22
"SO51352",94,245,"2013-01-07","2013-01-14","2013-01-19",35,1,35
"SO51352",94,280,"2013-01-07","2013-01-14","2013-01-19",9,1,9
"SO51353",14093,156,"2013-01-07","2013-01-14","2013-01-19",1215,1,1215
"SO51353",14093,288,"2013-01-07","2013-01-14","2013-01-19",29,1,29
"SO51353",14093,291,"2013-01-07","2013-01-14","2013-01-19",5,1,5
"SO51353",14093,166,"2013-01-07","2013-01-14","2013-01-19",9,1,9
"SO51354",455,122,"2013-01-07","2013-01-14","2013-01-19",2295,1,2295
"SO51355",11261,129,"2013-01-07","2013-01-14","2013-01-19",540,1,540
"SO51355",11261,285,"2013-01-07","2013-01-14","2013-01-19",21,1,21
"SO51355",11261,259,"2013-01-07","2013-01-14","2013-01-19",2,1,2
"SO51356",8394,130,"2013-01-07","2013-01-14","2013-01-19",1120,1,1120
"SO51356",8394,105,"2013-01-07","2013-01-14","2013-01-19",9,1,9
"SO51356",8394,295,"2013-01-07","2013-01-14","2013-01-19",5,1,5
"SO51357",11416,128,"2013-01-07","2013-01-14","2013-01-19",540,1,540
"SO51357",11416,285,"2013-01-07","2013-01-14","2013-01-19",21,1,21
"SO51357",11416,278,"2013-01-07","2013-01-14","2013-01-19",54,1,54
"SO51358",6834,156,"2013-01-07","2013-01-14","2013-01-19",1215,1,1215
"SO51358",6834,288,"2013-01-07","2013-01-14","2013-01-19",29,1,29
"SO51358",6834,291,"2013-01-07","2013-01-14","2013-01-19",5,1,5
"SO51358",6834,259,"2013-01-07","2013-01-14","2013-01-19",2,1,2
"SO51359",7241,143,"2013-01-08","2013-01-15","2013-01-20",2443,1,2443
"SO51359",7241,105,"2013-01-08","2013-01-15","2013-01-20",9,1,9
"SO51359",7241,295,"2013-01-08","2013-01-15","2013-01-20",5,1,5
"SO51359",7241,278,"2013-01-08","2013-01-15","2013-01-20",54,1,54
"SO51359",7241,166,"2013-01-08","2013-01-15","2013-01-20",9,1,9
"SO51360",389,125,"2013-01-08","2013-01-15","2013-01-20",2320,1,2320
"SO51360",389,104,"2013-01-08","2013-01-15","2013-01-20",10,1,10
"SO51360",389,295,"2013-01-08","2013-01-15","2013-01-20",5,1,5
"SO51360",389,168,"2013-01-08","2013-01-15","2013-01-20",8,1,8
"SO51361",14796,140,"2013-01-08","2013-01-15","2013-01-20",2443,1,2443
"SO51361",14796,287,"2013-01-08","2013-01-15","2013-01-20",33,1,33
"SO51361",14796,290,"2013-01-08","2013-01-15","2013-01-20",4,1,4
"SO51361",14796,259,"2013-01-08","2013-01-15","2013-01-20",2,1,2
"SO51362",5798,136,"2013-01-08","2013-01-15","2013-01-20",1701,1,1701
"SO51362",5798,290,"2013-01-08","2013-01-15","2013-01-20",4,1,4
"SO51362",5798,286,"2013-01-08","2013-01-15","2013-01-20",25,1,25
"SO51362",5798,259,"2013-01-08","2013-01-15","2013-01-20",2,1,2
"SO51363",4558,106,"2013-01-08","2013-01-15","2013-01-20",540,1,540
"SO51363",4558,104,"2013-01-08","2013-01-15","2013-01-20",10,1,10
"SO51363",4558,295,"2013-01-08","2013-01-15","2013-01-20",5,1,5
"SO51364",2742,119,"2013-01-08","2013-01-15","2013-01-20",769,1,769
"SO51365",157,120,"2013-01-08","2013-01-15","2013-01-20",2295,1,2295
"SO51365",157,289,"2013-01-08","2013-01-15","2013-01-20",5,1,5
"SO51365",157,284,"2013-01-08","2013-01-15","2013-01-20",35,1,35
"SO51365",157,247,"2013-01-08","2013-01-15","2013-01-20",55,1,55
"SO51366",3008,138,"2013-01-08","2013-01-15","2013-01-20",1701,1,1701
"SO51367",8271,126,"2013-01-08","2013-01-15","2013-01-20",540,1,540
"SO51367",8271,280,"2013-01-08","2013-01-15","2013-01-20",9,1,9
"SO51368",8764,127,"2013-01-08","2013-01-15","2013-01-20",540,1,540
"SO51368",8764,245,"2013-01-08","2013-01-15","2013-01-20",35,1,35
"SO51369",13435,158,"2013-01-08","2013-01-15","2013-01-20",2384,1,2384
"SO51369",13435,105,"2013-01-08","2013-01-15","2013-01-20",9,1,9
"SO51369",13435,295,"2013-01-08","2013-01-15","2013-01-20",5,1,5
"SO51370",13418,160,"2013-01-08","2013-01-15","2013-01-20",2384,1,2384
"SO51370",13418,288,"2013-01-08","2013-01-15","2013-01-20",29,1,29
"SO51370",13418,291,"2013-01-08","2013-01-15","2013-01-20",5,1,5
"SO51370",13418,295,"2013-01-08","2013-01-15","2013-01-20",5,1,5
"SO51370",13418,105,"2013-01-08","2013-01-15","2013-01-20",9,1,9
"SO51370",13418,245,"2013-01-08","2013-01-15","2013-01-20",35,1,35
"SO51371",11260,128,"2013-01-08","2013-01-15","2013-01-20",540,1,540
"SO51371",11260,105,"2013-01-08","2013-01-15","2013-01-20",9,1,9
"SO51371",11260,295,"2013-01-08","2013-01-15","2013-01-20",5,1,5
"SO51371",11260,166,"2013-01-08","2013-01-15","2013-01-20",9,1,9
"SO51372",15996,134,"2013-01-08","2013-01-15","2013-01-20",1120,1,1120
"SO51372",15996,286,"2013-01-08","2013-01-15","2013-01-20",25,1,25
"SO51373",11415,129,"2013-01-08","2013-01-15","2013-01-20",540,1,540
"SO51373",11415,245,"2013-01-08","2013-01-15","2013-01-20",35,1,35
"SO51374",7206,143,"2013-01-09","2013-01-16","2013-01-21",2443,1,2443
"SO51374",7206,246,"2013-01-09","2013-01-16","2013-01-21",35,1,35
"SO51375",7210,142,"2013-01-09","2013-01-16","2013-01-21",2443,1,2443
"SO51375",7210,246,"2013-01-09","2013-01-16","2013-01-21",35,1,35
"SO51376",7219,143,"2013-01-09","2013-01-16","2013-01-21",2443,1,2443
"SO51377",3048,156,"2013-01-09","2013-01-16","2013-01-21",1215,1,1215
"SO51377",3048,246,"2013-01-09","2013-01-16","2013-01-21",35,1,35
"SO51378",10502,107,"2013-01-09","2013-01-16","2013-01-21",540,1,540
"SO51378",10502,248,"2013-01-09","2013-01-16","2013-01-21",50,1,50
"SO51379",2746,116,"2013-01-09","2013-01-16","2013-01-21",769,1,769
"SO51379",2746,283,"2013-01-09","2013-01-16","2013-01-21",30,1,30
"SO51379",2746,289,"2013-01-09","2013-01-16","2013-01-21",5,1,5
"SO51379",2746,245,"2013-01-09","2013-01-16","2013-01-21",35,1,35
"SO51380",296,123,"2013-01-09","2013-01-16","2013-01-21",2320,1,2320
"SO51380",296,289,"2013-01-09","2013-01-16","2013-01-21",5,1,5
"SO51380",296,284,"2013-01-09","2013-01-16","2013-01-21",35,1,35
"SO51380",296,260,"2013-01-09","2013-01-16","2013-01-21",120,1,120
"SO51381",130,122,"2013-01-09","2013-01-16","2013-01-21",2295,1,2295
"SO51382",153,121,"2013-01-09","2013-01-16","2013-01-21",2295,1,2295
"SO51383",14723,145,"2013-01-09","2013-01-16","2013-01-21",742,1,742
"SO51383",14723,244,"2013-01-09","2013-01-16","2013-01-21",35,1,35
"SO51384",104,120,"2013-01-09","2013-01-16","2013-01-21",2295,1,2295
"SO51384",104,295,"2013-01-09","2013-01-16","2013-01-21",5,1,5
"SO51384",104,104,"2013-01-09","2013-01-16","2013-01-21",10,1,10
"SO51384",104,278,"2013-01-09","2013-01-16","2013-01-21",54,1,54
"SO51384",104,234,"2013-01-09","2013-01-16","2013-01-21",24,1,24
"SO51385",71,121,"2013-01-09","2013-01-16","2013-01-21",2295,1,2295
"SO51385",71,289,"2013-01-09","2013-01-16","2013-01-21",5,1,5
"SO51385",71,284,"2013-01-09","2013-01-16","2013-01-21",35,1,35
"SO51385",71,259,"2013-01-09","2013-01-16","2013-01-21",2,1,2
"SO51385",71,168,"2013-01-09","2013-01-16","2013-01-21",8,1,8
"SO51386",73,124,"2013-01-09","2013-01-16","2013-01-21",2320,1,2320
"SO51386",73,174,"2013-01-09","2013-01-16","2013-01-21",22,1,22
"SO51386",73,275,"2013-01-09","2013-01-16","2013-01-21",54,1,54
"SO51387",943,111,"2013-01-09","2013-01-16","2013-01-21",565,1,565
"SO51387",943,104,"2013-01-09","2013-01-16","2013-01-21",10,1,10
"SO51387",943,295,"2013-01-09","2013-01-16","2013-01-21",5,1,5
"SO51387",943,245,"2013-01-09","2013-01-16","2013-01-21",0,2,140
"SO51388",456,124,"2013-01-09","2013-01-16","2013-01-21",2320,1,2320
"SO51389",8429,131,"2013-01-09","2013-01-16","2013-01-21",1120,1,1120
"SO51389",8429,166,"2013-01-09","2013-01-16","2013-01-21",9,1,9
"SO51389",8429,248,"2013-01-09","2013-01-16","2013-01-21",50,1,50
"SO51390",14612,129,"2013-01-09","2013-01-16","2013-01-21",540,1,540
"SO51390",14612,233,"2013-01-09","2013-01-16","2013-01-21",24,1,24
"SO51391",8438,139,"2013-01-10","2013-01-17","2013-01-22",2443,1,2443
"SO51391",8438,287,"2013-01-10","2013-01-17","2013-01-22",33,1,33
"SO51391",8438,290,"2013-01-10","2013-01-17","2013-01-22",4,1,4
"SO51392",5389,143,"2013-01-10","2013-01-17","2013-01-22",2443,1,2443
"SO51392",5389,295,"2013-01-10","2013-01-17","2013-01-22",5,1,5
"SO51392",5389,105,"2013-01-10","2013-01-17","2013-01-22",9,1,9
"SO51392",5389,245,"2013-01-10","2013-01-17","2013-01-22",35,1,35
"SO51393",5395,140,"2013-01-10","2013-01-17","2013-01-22",2443,1,2443
"SO51393",5395,246,"2013-01-10","2013-01-17","2013-01-22",35,1,35
"SO51394",8417,142,"2013-01-10","2013-01-17","2013-01-22",2443,1,2443
"SO51394",8417,287,"2013-01-10","2013-01-17","2013-01-22",33,1,33
"SO51395",9182,139,"2013-01-10","2013-01-17","2013-01-22",2443,1,2443
"SO51396",2850,117,"2013-01-10","2013-01-17","2013-01-22",769,1,769
"SO51396",2850,273,"2013-01-10","2013-01-17","2013-01-22",70,1,70
"SO51396",2850,292,"2013-01-10","2013-01-17","2013-01-22",64,1,64
"SO51397",836,120,"2013-01-10","2013-01-17","2013-01-22",2295,1,2295
"SO51397",836,174,"2013-01-10","2013-01-17","2013-01-22",22,1,22
"SO51397",836,259,"2013-01-10","2013-01-17","2013-01-22",2,1,2
"SO51398",155,124,"2013-01-10","2013-01-17","2013-01-22",2320,1,2320
"SO51399",192,123,"2013-01-10","2013-01-17","2013-01-22",2320,1,2320
"SO51399",192,284,"2013-01-10","2013-01-17","2013-01-22",35,1,35
"SO51399",192,289,"2013-01-10","2013-01-17","2013-01-22",5,1,5
"SO51400",17673,146,"2013-01-10","2013-01-17","2013-01-22",742,1,742
"SO51400",17673,246,"2013-01-10","2013-01-17","2013-01-22",35,1,35
"SO51401",17668,147,"2013-01-10","2013-01-17","2013-01-22",742,1,742
"SO51401",17668,250,"2013-01-10","2013-01-17","2013-01-22",50,1,50
"SO51402",11110,158,"2013-01-10","2013-01-17","2013-01-22",2384,1,2384
"SO51402",11110,166,"2013-01-10","2013-01-17","2013-01-22",9,1,9
"SO51403",10466,127,"2013-01-10","2013-01-17","2013-01-22",540,1,540
"SO51403",10466,246,"2013-01-10","2013-01-17","2013-01-22",35,1,35
"SO51404",10470,129,"2013-01-10","2013-01-17","2013-01-22",540,1,540
"SO51404",10470,295,"2013-01-10","2013-01-17","2013-01-22",5,1,5
"SO51404",10470,105,"2013-01-10","2013-01-17","2013-01-22",9,1,9
"SO51404",10470,246,"2013-01-10","2013-01-17","2013-01-22",35,1,35
"SO51405",10439,129,"2013-01-10","2013-01-17","2013-01-22",540,1,540
"SO51405",10439,285,"2013-01-10","2013-01-17","2013-01-22",21,1,21
"SO51406",11614,134,"2013-01-10","2013-01-17","2013-01-22",1120,1,1120
"SO51406",11614,276,"2013-01-10","2013-01-17","2013-01-22",54,1,54
"SO51406",11614,166,"2013-01-10","2013-01-17","2013-01-22",9,1,9
"SO51407",7215,140,"2013-01-11","2013-01-18","2013-01-23",2443,1,2443
"SO51407",7215,290,"2013-01-11","2013-01-18","2013-01-23",4,1,4
"SO51407",7215,287,"2013-01-11","2013-01-18","2013-01-23",33,1,33
"SO51407",7215,246,"2013-01-11","2013-01-18","2013-01-23",35,1,35
"SO51408",248,122,"2013-01-11","2013-01-18","2013-01-23",2295,1,2295
"SO51408",248,284,"2013-01-11","2013-01-18","2013-01-23",35,1,35
"SO51408",248,259,"2013-01-11","2013-01-18","2013-01-23",2,1,2
"SO51408",248,168,"2013-01-11","2013-01-18","2013-01-23",8,1,8
"SO51409",418,123,"2013-01-11","2013-01-18","2013-01-23",2320,1,2320
"SO51409",418,174,"2013-01-11","2013-01-18","2013-01-23",22,1,22
"SO51409",418,260,"2013-01-11","2013-01-18","2013-01-23",120,1,120
"SO51410",3946,110,"2013-01-11","2013-01-18","2013-01-23",540,1,540
"SO51410",3946,174,"2013-01-11","2013-01-18","2013-01-23",22,1,22
"SO51410",3946,260,"2013-01-11","2013-01-18","2013-01-23",120,1,120
"SO51411",240,122,"2013-01-11","2013-01-18","2013-01-23",2295,1,2295
"SO51411",240,104,"2013-01-11","2013-01-18","2013-01-23",10,1,10
"SO51411",240,295,"2013-01-11","2013-01-18","2013-01-23",5,1,5
"SO51411",240,245,"2013-01-11","2013-01-18","2013-01-23",35,1,35
"SO51411",240,166,"2013-01-11","2013-01-18","2013-01-23",9,1,9
"SO51412",11313,143,"2013-01-11","2013-01-18","2013-01-23",2443,1,2443
"SO51412",11313,287,"2013-01-11","2013-01-18","2013-01-23",33,1,33
"SO51412",11313,259,"2013-01-11","2013-01-18","2013-01-23",2,1,2
"SO51413",4550,112,"2013-01-11","2013-01-18","2013-01-23",565,1,565
"SO51413",4550,104,"2013-01-11","2013-01-18","2013-01-23",10,1,10
"SO51414",5232,142,"2013-01-11","2013-01-18","2013-01-23",2443,1,2443
"SO51414",5232,287,"2013-01-11","2013-01-18","2013-01-23",33,1,33
"SO51414",5232,248,"2013-01-11","2013-01-18","2013-01-23",50,1,50
"SO51415",10350,118,"2013-01-11","2013-01-18","2013-01-23",769,1,769
"SO51415",10350,272,"2013-01-11","2013-01-18","2013-01-23",70,1,70
"SO51415",10350,278,"2013-01-11","2013-01-18","2013-01-23",54,1,54
"SO51415",10350,235,"2013-01-11","2013-01-18","2013-01-23",24,1,24
"SO51416",551,144,"2013-01-11","2013-01-18","2013-01-23",742,1,742
"SO51416",551,244,"2013-01-11","2013-01-18","2013-01-23",35,1,35
"SO51417",282,124,"2013-01-11","2013-01-18","2013-01-23",2320,1,2320
"SO51417",282,295,"2013-01-11","2013-01-18","2013-01-23",5,1,5
"SO51417",282,104,"2013-01-11","2013-01-18","2013-01-23",10,1,10
"SO51417",282,168,"2013-01-11","2013-01-18","2013-01-23",8,1,8
"SO51418",15659,129,"2013-01-11","2013-01-18","2013-01-23",540,1,540
"SO51418",15659,295,"2013-01-11","2013-01-18","2013-01-23",5,1,5
"SO51418",15659,105,"2013-01-11","2013-01-18","2013-01-23",9,1,9
"SO51418",15659,277,"2013-01-11","2013-01-18","2013-01-23",54,1,54
"SO51419",7904,126,"2013-01-11","2013-01-18","2013-01-23",540,1,540
"SO51419",7904,285,"2013-01-11","2013-01-18","2013-01-23",21,1,21
"SO51419",7904,290,"2013-01-11","2013-01-18","2013-01-23",4,1,4
"SO51420",110,122,"2013-01-11","2013-01-18","2013-01-23",2295,1,2295
"SO51420",110,289,"2013-01-11","2013-01-18","2013-01-23",5,1,5
"SO51420",110,284,"2013-01-11","2013-01-18","2013-01-23",35,1,35
"SO51420",110,174,"2013-01-11","2013-01-18","2013-01-23",22,1,22
"SO51420",110,260,"2013-01-11","2013-01-18","2013-01-23",120,1,120
"SO51421",11,121,"2013-01-11","2013-01-18","2013-01-23",2295,1,2295
"SO51422",6514,108,"2013-01-11","2013-01-18","2013-01-23",540,1,540
"SO51422",6514,174,"2013-01-11","2013-01-18","2013-01-23",22,1,22
"SO51422",6514,260,"2013-01-11","2013-01-18","2013-01-23",120,1,120
"SO51423",18043,162,"2013-01-11","2013-01-18","2013-01-23",2384,1,2384
"SO51423",18043,288,"2013-01-11","2013-01-18","2013-01-23",29,1,29
"SO51423",18043,291,"2013-01-11","2013-01-18","2013-01-23",5,1,5
"SO51423",18043,259,"2013-01-11","2013-01-18","2013-01-23",2,1,2
"SO51424",10332,128,"2013-01-11","2013-01-18","2013-01-23",540,1,540
"SO51424",10332,245,"2013-01-11","2013-01-18","2013-01-23",35,1,35
"SO51424",10332,234,"2013-01-11","2013-01-18","2013-01-23",24,1,24
"SO51425",8172,131,"2013-01-11","2013-01-18","2013-01-23",1120,1,1120
"SO51425",8172,276,"2013-01-11","2013-01-18","2013-01-23",54,1,54
"SO51426",7218,141,"2013-01-12","2013-01-19","2013-01-24",2443,1,2443
"SO51426",7218,246,"2013-01-12","2013-01-19","2013-01-24",35,1,35
"SO51427",244,121,"2013-01-12","2013-01-19","2013-01-24",2295,1,2295
"SO51427",244,284,"2013-01-12","2013-01-19","2013-01-24",35,1,35
"SO51427",244,246,"2013-01-12","2013-01-19","2013-01-24",35,1,35
"SO51428",1309,141,"2013-01-12","2013-01-19","2013-01-24",2443,1,2443
"SO51428",1309,287,"2013-01-12","2013-01-19","2013-01-24",33,1,33
"SO51428",1309,233,"2013-01-12","2013-01-19","2013-01-24",24,1,24
"SO51429",317,121,"2013-01-12","2013-01-19","2013-01-24",2295,1,2295
"SO51429",317,247,"2013-01-12","2013-01-19","2013-01-24",55,1,55
"SO51430",276,125,"2013-01-12","2013-01-19","2013-01-24",2320,1,2320
"SO51430",276,174,"2013-01-12","2013-01-19","2013-01-24",22,1,22
"SO51430",276,245,"2013-01-12","2013-01-19","2013-01-24",35,1,35
"SO51431",64,122,"2013-01-12","2013-01-19","2013-01-24",2295,1,2295
"SO51431",64,295,"2013-01-12","2013-01-19","2013-01-24",5,1,5
"SO51431",64,104,"2013-01-12","2013-01-19","2013-01-24",10,1,10
"SO51431",64,275,"2013-01-12","2013-01-19","2013-01-24",54,1,54
"SO51431",64,166,"2013-01-12","2013-01-19","2013-01-24",9,1,9
"SO51432",93,123,"2013-01-12","2013-01-19","2013-01-24",2320,1,2320
"SO51432",93,174,"2013-01-12","2013-01-19","2013-01-24",22,1,22
"SO51433",15308,147,"2013-01-12","2013-01-19","2013-01-24",742,1,742
"SO51433",15308,245,"2013-01-12","2013-01-19","2013-01-24",35,1,35
"SO51434",12689,155,"2013-01-12","2013-01-19","2013-01-24",1215,1,1215
"SO51435",13414,161,"2013-01-12","2013-01-19","2013-01-24",2384,1,2384
"SO51435",13414,295,"2013-01-12","2013-01-19","2013-01-24",5,1,5
"SO51435",13414,105,"2013-01-12","2013-01-19","2013-01-24",9,1,9
"SO51435",13414,166,"2013-01-12","2013-01-19","2013-01-24",9,1,9
"SO51436",5219,127,"2013-01-12","2013-01-19","2013-01-24",540,1,540
"SO51436",5219,246,"2013-01-12","2013-01-19","2013-01-24",35,1,35
"SO51437",10489,126,"2013-01-12","2013-01-19","2013-01-24",540,1,540
"SO51437",10489,105,"2013-01-12","2013-01-19","2013-01-24",9,1,9
"SO51437",10489,295,"2013-01-12","2013-01-19","2013-01-24",5,1,5
"SO51437",10489,246,"2013-01-12","2013-01-19","2013-01-24",35,1,35
"SO51437",10489,251,"2013-01-12","2013-01-19","2013-01-24",50,1,50
"SO51438",8213,130,"2013-01-12","2013-01-19","2013-01-24",1120,1,1120
"SO51438",8213,278,"2013-01-12","2013-01-19","2013-01-24",54,1,54
"SO51439",10018,127,"2013-01-12","2013-01-19","2013-01-24",540,1,540
"SO51439",10018,295,"2013-01-12","2013-01-19","2013-01-24",5,1,5
"SO51439",10018,235,"2013-01-12","2013-01-19","2013-01-24",24,1,24
"SO51439",10018,105,"2013-01-12","2013-01-19","2013-01-24",9,1,9
"SO51440",7245,139,"2013-01-13","2013-01-20","2013-01-25",2443,1,2443
"SO51441",1125,141,"2013-01-13","2013-01-20","2013-01-25",2443,1,2443
"SO51441",1125,168,"2013-01-13","2013-01-20","2013-01-25",8,1,8
"SO51442",9835,137,"2013-01-13","2013-01-20","2013-01-25",1701,1,1701
"SO51442",9835,290,"2013-01-13","2013-01-20","2013-01-25",4,1,4
"SO51442",9835,286,"2013-01-13","2013-01-20","2013-01-25",25,1,25
"SO51442",9835,277,"2013-01-13","2013-01-20","2013-01-25",54,1,54
"SO51443",740,123,"2013-01-13","2013-01-20","2013-01-25",2320,1,2320
"SO51443",740,284,"2013-01-13","2013-01-20","2013-01-25",35,1,35
"SO51443",740,289,"2013-01-13","2013-01-20","2013-01-25",5,1,5
"SO51444",273,123,"2013-01-13","2013-01-20","2013-01-25",2320,1,2320
"SO51444",273,174,"2013-01-13","2013-01-20","2013-01-25",22,1,22
"SO51444",273,247,"2013-01-13","2013-01-20","2013-01-25",55,1,55
"SO51445",89,125,"2013-01-13","2013-01-20","2013-01-25",2320,1,2320
"SO51445",89,174,"2013-01-13","2013-01-20","2013-01-25",22,1,22
"SO51445",89,235,"2013-01-13","2013-01-20","2013-01-25",24,1,24
"SO51446",13607,131,"2013-01-13","2013-01-20","2013-01-25",1120,1,1120
"SO51446",13607,244,"2013-01-13","2013-01-20","2013-01-25",35,1,35
"SO51447",108,123,"2013-01-13","2013-01-20","2013-01-25",2320,1,2320
"SO51447",108,174,"2013-01-13","2013-01-20","2013-01-25",22,1,22
"SO51447",108,244,"2013-01-13","2013-01-20","2013-01-25",35,1,35
"SO51448",81,125,"2013-01-13","2013-01-20","2013-01-25",2320,1,2320
"SO51448",81,284,"2013-01-13","2013-01-20","2013-01-25",35,1,35
"SO51448",81,289,"2013-01-13","2013-01-20","2013-01-25",5,1,5
"SO51449",14089,157,"2013-01-13","2013-01-20","2013-01-25",1215,1,1215
"SO51449",14089,246,"2013-01-13","2013-01-20","2013-01-25",35,1,35
"SO51450",453,122,"2013-01-13","2013-01-20","2013-01-25",2295,1,2295
"SO51450",453,260,"2013-01-13","2013-01-20","2013-01-25",120,1,120
"SO51451",8160,132,"2013-01-13","2013-01-20","2013-01-25",1120,1,1120
"SO51452",11255,128,"2013-01-13","2013-01-20","2013-01-25",540,1,540
"SO51452",11255,105,"2013-01-13","2013-01-20","2013-01-25",9,1,9
"SO51452",11255,295,"2013-01-13","2013-01-20","2013-01-25",5,1,5
"SO51453",14606,127,"2013-01-13","2013-01-20","2013-01-25",540,1,540
"SO51453",14606,290,"2013-01-13","2013-01-20","2013-01-25",4,1,4
"SO51453",14606,285,"2013-01-13","2013-01-20","2013-01-25",21,1,21
"SO51453",14606,245,"2013-01-13","2013-01-20","2013-01-25",35,1,35
"SO51454",3199,159,"2013-01-13","2013-01-20","2013-01-25",2384,1,2384
"SO51454",3199,105,"2013-01-13","2013-01-20","2013-01-25",9,1,9
"SO51454",3199,295,"2013-01-13","2013-01-20","2013-01-25",5,1,5
"SO51454",3199,246,"2013-01-13","2013-01-20","2013-01-25",35,1,35
"SO51455",15832,156,"2013-01-13","2013-01-20","2013-01-25",1215,1,1215
"SO51455",15832,251,"2013-01-13","2013-01-20","2013-01-25",50,1,50
"SO51456",12608,141,"2013-01-14","2013-01-21","2013-01-26",2443,1,2443
"SO51456",12608,168,"2013-01-14","2013-01-21","2013-01-26",8,1,8
"SO51457",11829,142,"2013-01-14","2013-01-21","2013-01-26",2443,1,2443
"SO51457",11829,168,"2013-01-14","2013-01-21","2013-01-26",8,1,8
"SO51458",5804,137,"2013-01-14","2013-01-21","2013-01-26",1701,1,1701
"SO51458",5804,250,"2013-01-14","2013-01-21","2013-01-26",50,1,50
"SO51458",5804,166,"2013-01-14","2013-01-21","2013-01-26",9,1,9
"SO51459",5808,135,"2013-01-14","2013-01-21","2013-01-26",1701,1,1701
"SO51459",5808,286,"2013-01-14","2013-01-21","2013-01-26",25,1,25
"SO51459",5808,259,"2013-01-14","2013-01-21","2013-01-26",2,1,2
"SO51460",42,120,"2013-01-14","2013-01-21","2013-01-26",2295,1,2295
"SO51460",42,174,"2013-01-14","2013-01-21","2013-01-26",22,1,22
"SO51460",42,294,"2013-01-14","2013-01-21","2013-01-26",64,1,64
"SO51461",3147,145,"2013-01-14","2013-01-21","2013-01-26",742,1,742
"SO51461",3147,245,"2013-01-14","2013-01-21","2013-01-26",35,1,35
"SO51461",3147,251,"2013-01-14","2013-01-21","2013-01-26",50,1,50
"SO51462",11933,135,"2013-01-14","2013-01-21","2013-01-26",1701,1,1701
"SO51462",11933,286,"2013-01-14","2013-01-21","2013-01-26",25,1,25
"SO51463",10301,130,"2013-01-14","2013-01-21","2013-01-26",1120,1,1120
"SO51464",16820,165,"2013-01-14","2013-01-21","2013-01-26",2384,1,2384
"SO51464",16820,245,"2013-01-14","2013-01-21","2013-01-26",35,1,35
"SO51465",5795,136,"2013-01-15","2013-01-22","2013-01-27",1701,1,1701
"SO51465",5795,245,"2013-01-15","2013-01-22","2013-01-27",35,1,35
"SO51465",5795,248,"2013-01-15","2013-01-22","2013-01-27",50,1,50
"SO51466",5805,138,"2013-01-15","2013-01-22","2013-01-27",1701,1,1701
"SO51466",5805,286,"2013-01-15","2013-01-22","2013-01-27",25,1,25
"SO51466",5805,259,"2013-01-15","2013-01-22","2013-01-27",2,1,2
"SO51467",5806,136,"2013-01-15","2013-01-22","2013-01-27",1701,1,1701
"SO51467",5806,105,"2013-01-15","2013-01-22","2013-01-27",9,1,9
"SO51467",5806,295,"2013-01-15","2013-01-22","2013-01-27",5,1,5
"SO51467",5806,276,"2013-01-15","2013-01-22","2013-01-27",54,1,54
"SO51468",260,120,"2013-01-15","2013-01-22","2013-01-27",2295,1,2295
"SO51468",260,260,"2013-01-15","2013-01-22","2013-01-27",120,1,120
"SO51469",169,122,"2013-01-15","2013-01-22","2013-01-27",2295,1,2295
"SO51469",169,289,"2013-01-15","2013-01-22","2013-01-27",5,1,5
"SO51469",169,284,"2013-01-15","2013-01-22","2013-01-27",35,1,35
"SO51469",169,174,"2013-01-15","2013-01-22","2013-01-27",22,1,22
"SO51469",169,259,"2013-01-15","2013-01-22","2013-01-27",2,1,2
"SO51470",15658,129,"2013-01-15","2013-01-22","2013-01-27",540,1,540
"SO51470",15658,244,"2013-01-15","2013-01-22","2013-01-27",35,1,35
"SO51471",7900,127,"2013-01-15","2013-01-22","2013-01-27",540,1,540
"SO51472",15655,128,"2013-01-15","2013-01-22","2013-01-27",540,1,540
"SO51472",15655,285,"2013-01-15","2013-01-22","2013-01-27",21,1,21
"SO51472",15655,259,"2013-01-15","2013-01-22","2013-01-27",2,1,2
"SO51473",7908,127,"2013-01-15","2013-01-22","2013-01-27",540,1,540
"SO51473",7908,105,"2013-01-15","2013-01-22","2013-01-27",9,1,9
"SO51473",7908,295,"2013-01-15","2013-01-22","2013-01-27",5,1,5
"SO51473",7908,244,"2013-01-15","2013-01-22","2013-01-27",35,1,35
"SO51474",8203,133,"2013-01-15","2013-01-22","2013-01-27",1120,1,1120
"SO51474",8203,251,"2013-01-15","2013-01-22","2013-01-27",50,1,50
"SO51475",11437,126,"2013-01-15","2013-01-22","2013-01-27",540,1,540
"SO51475",11437,105,"2013-01-15","2013-01-22","2013-01-27",9,1,9
"SO51475",11437,295,"2013-01-15","2013-01-22","2013-01-27",5,1,5
